Siret,Nom,Code NAF,Tranche Effectifs,Adresse
48762543600224,CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL BRIE PICARDIE,64.19Z,22,1 RUE DES FILATURES 60000 BEAUVAIS
